"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
3087,"EK775","2025-01-06","Dubai ","DXB","Durban ","DUR","10:40","11:14","8:05","17:19","17:10","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3088,"EK144","2025-01-05","Madrid ","MAD","Dubai ","DXB","21:40","21:57","6:27","07:24","07:45","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3089,"EK143","2025-01-05","Dubai ","DXB","Madrid ","MAD","14:35","14:48","7:41","19:29","19:50","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3090,"EK565","2025-01-05","Bengaluru ","BLR","Dubai ","DXB","10:25","10:41","3:34","12:45","13:00","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3091,"EK564","2025-01-04","Dubai ","DXB","Bengaluru ","BLR","03:40","04:14","2:57","08:41","08:50","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3092,"EK136","2025-01-04","Venice ","VCE","Dubai ","DXB","15:25","15:35","5:05","23:40","00:15","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3093,"EK135","2025-01-04","Dubai ","DXB","Venice ","VCE","09:35","09:56","6:04","13:01","13:15","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3094,"EK714","2025-01-03","Lusaka ","LUN","Dubai ","DXB","21:20","19:29","0:43","20:12","06:25","A6-ENU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3096,"EK572","2025-01-10","Dubai ","DXB","Kolkata ","CCU","13:15","13:33","3:35","18:38","18:50","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3097,"EK724","2025-01-09","Addis Ababa ","ADD","Dubai ","DXB","14:50","15:01","3:38","19:39","20:00","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3098,"EK723","2025-01-09","Dubai ","DXB","Addis Ababa ","ADD","09:25","09:55","3:42","12:37","12:40","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3099,"EK708","2025-01-08","Victoria ","SEZ","Dubai ","DXB","23:50","23:59","3:55","03:54","04:20","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3100,"EK707","2025-01-08","Dubai ","DXB","Victoria ","SEZ","09:10","09:36","4:13","13:50","13:50","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3101,"EK371","2025-01-07","Bangkok ","BKK","Dubai ","DXB","03:10","03:26","6:17","06:43","07:00","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3102,"EK370","2025-01-07","Dubai ","DXB","Bangkok ","BKK","08:55","09:46","5:25","18:10","18:05","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3103,"EK906","2025-01-06","Amman ","AMM","Dubai ","DXB","02:30","02:45","2:36","06:21","06:25","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3104,"EK905","2025-01-06","Dubai ","DXB","Amman ","AMM","22:15","22:33","2:48","00:21","00:40","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3105,"EK44","2025-01-06","Frankfurt ","FRA","Dubai ","DXB","09:40","10:05","5:51","18:56","19:00","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3106,"EK43","2025-01-05","Dubai ","DXB","Frankfurt ","FRA","03:20","03:45","6:27","07:11","07:35","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3107,"EK66","2025-01-05","London ","STN","Dubai ","DXB","14:05","14:25","6:09","00:34","01:00","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3108,"EK65","2025-01-05","Dubai ","DXB","London ","STN","08:15","08:41","7:27","12:08","12:05","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3109,"EK513","2025-01-04","Delhi ","DEL","Dubai ","DXB","04:10","04:28","3:18","06:16","06:35","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3110,"EK146","2025-01-04","Amsterdam ","AMS","Dubai ","DXB","10:35","10:55","5:51","19:47","20:20","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3111,"EK145","2025-01-03","Dubai ","DXB","Amsterdam ","AMS","03:15","03:51","7:03","07:54","07:50","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3112,"EK655","2025-01-03","Colombo ","CMB","Dubai ","DXB","22:05","22:19","4:12","01:01","01:05","A6-ENV","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3113,"EK625","2025-01-10","Lahore ","LHE","Dubai ","DXB","12:20","13:26","3:03","15:29","14:50","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3114,"EK624","2025-01-10","Dubai ","DXB","Lahore ","LHE","06:55","07:39","2:21","11:00","10:45","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3115,"EK395","2025-01-09","Hanoi ","HAN","Dubai ","DXB","00:25","00:33","7:12","04:44","05:05","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3116,"EK394","2025-01-08","Dubai ","DXB","Hanoi ","HAN","03:40","04:26","5:19","12:46","12:40","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3120,"EK357","2025-01-07","Jakarta ","CGK","Dubai ","DXB","17:35","17:56","7:44","22:40","23:00","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3121,"EK356","2025-01-07","Dubai ","DXB","Jakarta ","CGK","04:25","05:19","7:33","15:52","15:40","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3122,"EK587","2025-01-06","Dhaka ","DAC","Dubai ","DXB","18:45","23:45","4:50","02:35","22:15","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3123,"EK586","2025-01-06","Dubai ","DXB","Dhaka ","DAC","10:30","15:52","3:35","21:27","17:00","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3124,"EK38","2025-01-05","Birmingham ","BHX","Dubai ","DXB","20:50","22:22","6:16","08:37","07:50","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3125,"EK37","2025-01-05","Dubai ","DXB","Birmingham ","BHX","14:50","15:44","7:24","19:08","18:45","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3126,"EK601","2025-01-05","Karachi ","KHI","Dubai ","DXB","12:00","12:28","2:02","13:30","13:20","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3127,"EK600","2025-01-05","Dubai ","DXB","Karachi ","KHI","07:30","08:13","1:26","10:39","10:30","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3128,"EK393","2025-01-04","Ho Chi Minh City ","SGN","Dubai ","DXB","23:55","00:21","7:01","04:21","04:25","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3117,"EK338","2025-01-08","Angeles City ","CRK","Dubai ","DXB","19:50","03:24","8:01","15:25","01:10","A6-EPE","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3303,"EK587","2025-01-09","Dhaka ","DAC","Dubai ","DXB","18:45","19:40","5:19","22:59","22:15","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3129,"EK392","2025-01-04","Dubai ","DXB","Ho Chi Minh City ","SGN","09:35","10:07","6:14","19:20","19:35","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3130,"EK399","2025-01-03","Denpasar ","DPS","Dubai ","DXB","00:05","00:19","8:52","05:11","05:25","A6-ENW","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3131,"EK545","2025-01-10","Chennai ","MAA","Dubai ","DXB","09:45","09:59","3:55","12:24","12:40","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3132,"EK544","2025-01-09","Dubai ","DXB","Chennai ","MAA","02:50","03:23","3:14","08:07","08:15","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3133,"EK160","2025-01-09","Oslo ","OSL","Dubai ","DXB","14:00","15:00","6:28","00:28","23:55","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3134,"EK159","2025-01-09","Dubai ","DXB","Oslo ","OSL","07:35","08:04","6:40","11:45","12:10","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3135,"EK96","2025-01-08","Rome ","FCO","Dubai ","DXB","20:50","21:07","4:57","05:04","05:30","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3136,"EK95","2025-01-08","Dubai ","DXB","Rome ","FCO","15:05","15:31","5:52","18:22","18:45","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3137,"EK601","2025-01-08","Karachi ","KHI","Dubai ","DXB","12:00","12:10","1:58","13:08","13:20","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3138,"EK600","2025-01-08","Dubai ","DXB","Karachi ","KHI","07:30","07:55","1:31","10:25","10:30","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3139,"EK722","2025-01-07","Nairobi ","NBO","Dubai ","DXB","22:45","23:03","4:23","04:26","04:45","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3140,"EK721","2025-01-07","Dubai ","DXB","Nairobi ","NBO","15:20","15:56","4:41","19:37","19:35","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3141,"EK571","2025-01-07","Kolkata ","CCU","Dubai ","DXB","09:10","09:21","4:56","12:47","13:05","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3142,"EK570","2025-01-06","Dubai ","DXB","Kolkata ","CCU","02:00","02:31","3:30","07:31","07:40","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3143,"EK567","2025-01-06","Bengaluru ","BLR","Dubai ","DXB","20:20","20:59","3:22","22:51","23:00","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3144,"EK566","2025-01-06","Dubai ","DXB","Bengaluru ","BLR","13:35","14:19","3:15","19:04","18:35","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3145,"EK828","2025-01-06","Dammam ","DMM","Dubai ","DXB","09:45","10:01","0:54","11:55","12:05","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3146,"EK827","2025-01-06","Dubai ","DXB","Dammam ","DMM","07:45","08:10","0:59","08:09","08:15","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3147,"EK303","2025-01-05","Shanghai ","PVG","Dubai ","DXB","23:00","23:10","9:30","04:40","05:20","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3148,"EK302","2025-01-04","Dubai ","DXB","Shanghai ","PVG","03:10","03:48","7:16","15:03","15:05","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3149,"EK773","2025-01-04","Cape Town ","CPT","Dubai ","DXB","13:40","14:01","9:14","01:15","01:05","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3150,"EK772","2025-01-03","Dubai ","DXB","Cape Town ","CPT","03:50","04:09","9:05","11:13","11:40","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3151,"EK46","2025-01-03","Frankfurt ","FRA","Dubai ","DXB","14:30","14:47","5:33","23:20","23:45","A6-ENX","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3152,"EK394","2025-01-09","Dubai ","DXB","Hanoi ","HAN","03:40","04:20","5:13","12:33","12:40","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3153,"EK615","2025-01-08","Islamabad ","ISB","Dubai ","DXB","03:15","04:10","3:02","06:13","05:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3154,"EK614","2025-01-08","Dubai ","DXB","Islamabad ","ISB","21:30","22:40","2:21","02:02","01:30","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3155,"EK625","2025-01-08","Lahore ","LHE","Dubai ","DXB","12:20","13:24","3:01","15:25","14:50","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3156,"EK624","2025-01-08","Dubai ","DXB","Lahore ","LHE","06:55","07:50","2:13","11:04","10:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3157,"EK335","2025-01-07","Manila ","MNL","Dubai ","DXB","23:30","23:51","8:39","04:30","04:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3158,"EK334","2025-01-07","Dubai ","DXB","Manila ","MNL","09:25","10:11","7:20","21:30","21:35","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3159,"EK38","2025-01-06","Birmingham ","BHX","Dubai ","DXB","20:50","21:15","6:26","07:41","07:50","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3160,"EK37","2025-01-06","Dubai ","DXB","Birmingham ","BHX","14:50","15:22","7:12","18:34","18:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3161,"EK337","2025-01-05","Manila ","MNL","Dubai ","DXB","07:55","08:19","8:52","13:11","13:20","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3162,"EK336","2025-01-05","Dubai ","DXB","Manila ","MNL","17:55","18:08","7:16","05:25","06:10","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3163,"EK337","2025-01-04","Manila ","MNL","Dubai ","DXB","07:55","08:11","8:51","13:03","13:20","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3164,"EK336","2025-01-04","Dubai ","DXB","Manila ","MNL","17:55","18:15","7:24","05:39","06:10","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3165,"EK625","2025-01-04","Lahore ","LHE","Dubai ","DXB","12:20","13:25","3:05","15:30","14:50","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3166,"EK624","2025-01-04","Dubai ","DXB","Lahore ","LHE","06:55","07:58","2:13","11:11","10:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3167,"EK335","2025-01-03","Manila ","MNL","Dubai ","DXB","23:30","00:10","8:46","04:55","04:45","A6-ENY","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3168,"EK531","2025-01-10","Cochin ","COK","Dubai ","DXB","09:40","09:52","3:43","12:05","12:10","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3169,"EK530","2025-01-09","Dubai ","DXB","Cochin ","COK","02:45","03:10","3:07","07:47","08:05","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3170,"EK158","2025-01-09","Stockholm ","ARN","Dubai ","DXB","14:30","14:48","6:01","23:49","00:05","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3171,"EK157","2025-01-09","Dubai ","DXB","Stockholm ","ARN","08:20","08:48","6:29","12:16","12:40","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3172,"EK349","2025-01-08","Singapore ","SIN","Dubai ","DXB","02:30","21:37","1:40","00:17","06:00","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3174,"EK348","2025-01-08","Singapore ","SIN","Phnom Penh ","PNH","17:25","05:11","6:43","15:54","18:25","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3176,"EK860","2025-01-07","Kuwait City ","KWI","Dubai ","DXB","23:00","23:06","1:16","01:22","01:45","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3177,"EK859","2025-01-07","Dubai ","DXB","Kuwait City ","KWI","20:45","21:06","1:20","21:27","21:35","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3178,"EK661","2025-01-06","Male ","MLE","Dubai ","DXB","18:20","18:41","3:40","21:21","21:35","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3179,"EK660","2025-01-06","Dubai ","DXB","Male ","MLE","10:15","10:32","3:38","15:09","15:30","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3180,"EK776","2025-01-05","Durban ","DUR","Dubai ","DXB","19:10","19:26","7:57","05:23","05:25","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3181,"EK775","2025-01-05","Dubai ","DXB","Durban ","DUR","10:40","11:30","7:59","17:30","17:10","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3182,"EK788","2025-01-04","Accra ","ACC","Dubai ","DXB","19:15","16:41","0:44","17:26","06:50","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3184,"EK787","2025-01-04","Accra ","ACC","Abidjan ","ABJ","14:00","07:42","8:29","12:11","15:00","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3186,"EK307","2025-01-03","Beijing ","PEK","Dubai ","DXB","23:40","23:53","8:35","04:28","04:30","A6-ENZ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3187,"EK324","2025-01-10","Dubai ","DXB","Seoul ","ICN","04:45","04:57","7:52","17:49","18:05","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3188,"EK655","2025-01-09","Colombo ","CMB","Dubai ","DXB","22:05","22:18","4:15","01:03","01:05","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3189,"EK654","2025-01-09","Dubai ","DXB","Colombo ","CMB","10:05","10:43","3:43","15:57","16:00","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3190,"EK194","2025-01-08","Lisbon ","LIS","Dubai ","DXB","20:45","21:14","6:39","07:53","08:15","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3191,"EK193","2025-01-08","Dubai ","DXB","Lisbon ","LIS","14:30","14:55","8:09","19:04","19:10","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3304,"EK586","2025-01-09","Dubai ","DXB","Dhaka ","DAC","10:30","11:25","3:47","17:12","17:00","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3192,"EK531","2025-01-08","Cochin ","COK","Dubai ","DXB","09:40","10:20","3:36","12:26","12:10","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3193,"EK530","2025-01-07","Dubai ","DXB","Cochin ","COK","02:45","03:42","3:18","08:30","08:05","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3194,"EK158","2025-01-07","Stockholm ","ARN","Dubai ","DXB","14:30","15:03","6:02","00:05","00:05","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3195,"EK157","2025-01-07","Dubai ","DXB","Stockholm ","ARN","08:20","08:41","6:19","12:00","12:40","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3196,"EK714","2025-01-06","Lusaka ","LUN","Dubai ","DXB","21:20","19:04","0:46","19:49","06:25","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3198,"EK713","2025-01-06","Lusaka ","LUN","Harare ","HRE","15:55","09:43","6:31","14:14","17:00","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3200,"EK714","2025-01-05","Lusaka ","LUN","Dubai ","DXB","21:20","19:19","0:45","20:03","06:25","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3202,"EK713","2025-01-05","Lusaka ","LUN","Harare ","HRE","15:55","09:53","6:33","14:26","17:00","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3204,"EK816","2025-01-05","Riyadh ","RUH","Dubai ","DXB","03:55","04:22","1:17","06:39","06:55","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3205,"EK815","2025-01-04","Dubai ","DXB","Riyadh ","RUH","01:25","01:53","1:30","02:23","02:25","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3206,"EK922","2025-01-04","Cairo ","CAI","Dubai ","DXB","16:30","16:49","2:41","21:30","21:45","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3207,"EK921","2025-01-04","Dubai ","DXB","Cairo ","CAI","12:00","12:22","3:37","13:59","14:15","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3208,"EK649","2025-01-03","Colombo ","CMB","Dubai ","DXB","02:45","02:52","4:11","05:33","05:55","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3209,"EK648","2025-01-03","Dubai ","DXB","Colombo ","CMB","16:10","16:45","3:51","22:06","21:55","A6-EPA","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3210,"EK396","2025-01-10","Dubai ","DXB","Phuket ","HKT","10:35","11:53","5:31","20:25","19:40","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3211,"EK164","2025-01-09","Dublin ","DUB","Dubai ","DXB","20:50","21:33","6:35","08:07","08:15","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3212,"EK163","2025-01-09","Dubai ","DXB","Dublin ","DUB","14:35","15:10","7:34","18:43","18:55","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3213,"EK545","2025-01-09","Chennai ","MAA","Dubai ","DXB","09:45","10:48","3:54","13:12","12:40","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3214,"EK544","2025-01-08","Dubai ","DXB","Chennai ","MAA","02:50","04:05","3:16","08:51","08:15","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3215,"EK66","2025-01-08","London ","STN","Dubai ","DXB","14:05","14:32","6:19","00:51","01:00","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3216,"EK65","2025-01-08","Dubai ","DXB","London ","STN","08:15","09:08","7:12","12:20","12:05","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3217,"EK349","2025-01-07","Singapore ","SIN","Dubai ","DXB","02:30","21:35","1:42","00:17","06:00","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3219,"EK348","2025-01-07","Singapore ","SIN","Phnom Penh ","PNH","17:25","05:23","6:40","16:03","18:25","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3221,"EK180","2025-01-06","Warsaw ","WAW","Dubai ","DXB","13:40","13:59","5:16","22:15","22:20","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3222,"EK179","2025-01-06","Dubai ","DXB","Warsaw ","WAW","08:05","08:28","5:40","11:08","11:20","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3223,"EK56","2025-01-05","Dusseldorf ","DUS","Dubai ","DXB","14:30","16:03","5:44","00:47","23:59","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3224,"EK55","2025-01-05","Dubai ","DXB","Dusseldorf ","DUS","08:20","09:17","6:52","13:09","12:30","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3225,"EK867","2025-01-05","Muscat ","MCT","Dubai ","DXB","04:40","04:39","0:51","05:31","05:55","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3226,"EK866","2025-01-04","Dubai ","DXB","Muscat ","MCT","02:15","02:32","0:44","03:16","03:30","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3227,"EK876","2025-01-04","Kuwait City ","KWI","Dubai ","DXB","19:30","19:40","1:14","21:54","22:20","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3228,"EK875","2025-01-04","Dubai ","DXB","Kuwait City ","KWI","17:10","17:31","1:23","17:54","18:00","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3229,"EK583","2025-01-04","Dhaka ","DAC","Dubai ","DXB","12:20","12:53","4:41","15:35","15:45","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3230,"EK582","2025-01-04","Dubai ","DXB","Dhaka ","DAC","04:20","05:04","3:44","10:48","10:45","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3231,"EK112","2025-01-03","Budapest ","BUD","Dubai ","DXB","15:10","15:57","4:40","23:36","23:20","A6-EPB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3305,"EK525","2025-01-08","Hyderabad ","HYD","Dubai ","DXB","04:10","04:34","3:26","06:31","06:40","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3306,"EK524","2025-01-08","Dubai ","DXB","Hyderabad ","HYD","21:30","21:58","2:58","02:26","02:25","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3307,"EK38","2025-01-07","Birmingham ","BHX","Dubai ","DXB","20:50","21:09","6:28","07:37","07:50","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3308,"EK37","2025-01-07","Dubai ","DXB","Birmingham ","BHX","14:50","15:14","7:12","18:25","18:45","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3309,"EK615","2025-01-06","Islamabad ","ISB","Dubai ","DXB","03:15","04:00","3:02","06:02","05:45","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3310,"EK614","2025-01-06","Dubai ","DXB","Islamabad ","ISB","21:30","22:40","2:20","02:01","01:30","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3311,"EK583","2025-01-06","Dhaka ","DAC","Dubai ","DXB","12:20","13:11","4:57","16:09","15:45","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3312,"EK582","2025-01-06","Dubai ","DXB","Dhaka ","DAC","04:20","05:05","3:41","10:46","10:45","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2769,"EK338","2025-01-05","Dubai ","DXB","Cebu ","CEB","02:50","17:06","0:57","18:03","15:35","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3316,"EK587","2025-01-04","Dhaka ","DAC","Dubai ","DXB","18:45","19:10","5:18","22:28","22:15","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3317,"EK586","2025-01-04","Dubai ","DXB","Dhaka ","DAC","10:30","11:10","3:43","16:53","17:00","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3318,"EK38","2025-01-03","Birmingham ","BHX","Dubai ","DXB","20:50","21:05","6:11","07:16","07:50","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3319,"EK37","2025-01-03","Dubai ","DXB","Birmingham ","BHX","14:50","15:06","7:26","18:32","18:45","A6-EPG","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3320,"EK397","2025-01-09","Phuket ","HKT","Dubai ","DXB","23:50","23:59","6:09","03:08","03:25","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3321,"EK396","2025-01-09","Dubai ","DXB","Phuket ","HKT","10:35","10:53","5:39","19:32","19:40","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3322,"EK144","2025-01-08","Madrid ","MAD","Dubai ","DXB","21:40","21:52","6:16","07:08","07:45","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3323,"EK143","2025-01-08","Dubai ","DXB","Madrid ","MAD","14:35","15:09","7:31","19:40","19:50","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3324,"EK828","2025-01-08","Dammam ","DMM","Dubai ","DXB","09:45","10:08","0:51","11:59","12:05","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3325,"EK827","2025-01-08","Dubai ","DXB","Dammam ","DMM","07:45","08:33","0:59","08:32","08:15","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
